Project,Segment,ClassName,CBO,DIT,ILCOM,LOC,LOD,NOM
DADA,15,LazyView,5,0,1,45,0.6666666667,2
DADA,15,EmptyExpr,3,1,1,51,1,4
DADA,15,SynchronousServiceFactoryTestCase,2,0,0,17,1,1
DADA,15,ServiceFactory,0,0,0,17,0.75,3
DADA,15,Connector,1,0,1,21,0.5,1
DADA,15,Result2,1,0,2,20,1,2
DADA,15,BatchTestCase,2,0,0,28,1,1
DADA,15,Lifecycle,0,0,0,6,1,2
DADA,15,Parser,8,1,0,34,1,1
DADA,15,AbstractModelViewTestCase,3,0,0,36,1,1
DADA,15,Amount,1,1,1,14,1,1
DADA,15,Update,0,0,1,60,1,4
DADA,15,ObjMethod,7,0,4,170,1,15
DADA,15,PSTATE,66,0,13,8404,1,63
DADA,15,Target,0,0,0,4,1,2
DADA,15,AsynchronousServiceFactoryTestCase,3,0,0,61,1,1
DADA,15,NewInstanceMethod,11,1,1,247,1,9
DADA,15,IfExpr,6,2,1,147,1,7
DADA,15,MetaExpr,4,1,1,36,1,4
DADA,15,Batcher,5,0,1,99,1,4
DADA,15,Getter,0,0,0,3,1,1
DADA,15,SessionManagerHelper,1,0,1,13,1,2
DADA,15,Parser,7,1,0,17,1,1
DADA,15,AbstractModelTestCase,7,0,0,77,1,1
DADA,15,Session,4,1,0,17,1,11
DADA,15,Getter,1,0,1,21,1,2
DADA,15,TableAbstractTestCase,1,0,0,44,1,1
DADA,15,IntegerDatum,2,0,0,13,1,1
DADA,15,Batch,1,0,1,40,1,6
DADA,15,StringMetaDataTestCase,2,0,0,10,1,1
DADA,15,DatumImpl,1,0,1,26,1,3
DADA,15,NewExpr,7,1,1,120,1,4
DADA,15,StringDatum,1,2,0,9,1,0
DADA,15,SparseOpenTableTestCase,5,1,0,55,1,2
DADA,15,Test,0,0,0,7,1,4
DADA,15,IntrospectiveMetadataTestCase,3,0,0,26,1,1
DADA,15,Parser,6,1,0,7,1,1
DADA,15,ThrowExpr,5,2,1,26,1,2
DADA,15,DatumImplTestCase,2,0,0,17,1,1
DADA,15,FnMethod,14,1,1,406,1,15
DADA,15,PathNode,1,0,0,9,1,0
DADA,15,TupleTestCase,1,0,0,16,1,1
DADA,15,MetadataImpl,5,0,9,127,1,9
DADA,15,Factory,0,0,0,3,1,1
DADA,15,Parser,11,1,0,102,1,1
DADA,15,Attribute,1,0,1,65,1,8
DADA,15,CLI,0,0,0,7,1,1
DADA,15,ModelView,2,0,0,11,0,0
DADA,15,ReifyParser,10,1,0,27,1,1
DADA,15,CatchClause,2,0,0,15,1,0
DADA,15,TryExpr,6,1,1,219,1,4
DADA,15,TestClassLoader,0,0,0,5,1,1
DADA,15,ClassFactoryTestCase,2,0,0,127,1,2
DADA,15,Parser,6,1,0,5,1,1
DADA,15,DeftypeParser,7,1,0,23,1,1
DADA,15,MonitorExitExpr,6,2,1,24,1,2
DADA,15,NewInstanceExpr,8,2,1,450,0.9090909091,10
DADA,15,Parser,6,1,0,5,1,1
DADA,15,MonitorEnterExpr,6,2,1,23,1,2
DADA,15,StringExpr,3,2,1,24,1,4
DADA,15,BooleanExpr,5,2,1,31,1,4
DADA,15,ClassFactory,0,0,4,179,1,5
DADA,15,NilExpr,3,2,0,19,1,4
DADA,15,Parser,9,1,0,20,1,1
DADA,15,Dummy,0,0,20,134,1,20
DADA,15,IdentifiableImpl,1,1,1,14,1,1
DADA,15,ConstantExpr,4,2,2,64,1,4
DADA,15,AccessorTracingAspect,2,0,2,36,1,5
DADA,15,NumberExpr,7,2,2,59,1,7
DADA,15,PersonImpl,2,2,2,31,1,4
DADA,15,CtorReader,2,0,0,90,1,3
DADA,15,Person,1,1,0,9,1,4
DADA,15,Identifiable,0,0,0,5,1,1
DADA,15,UnresolvedVarExpr,3,1,0,24,1,4
DADA,15,ClassLoadingAspect,2,0,0,20,1,2
DADA,15,UnreadableReader,0,0,0,5,1,1
DADA,15,UnmatchedDelimiterReader,0,0,0,6,1,1
DADA,15,SetReader,1,0,0,7,1,1
DADA,15,ProfilingAspect,2,0,1,22,1,2
DADA,15,MapReader,2,0,0,10,1,1
DADA,15,VectorReader,1,0,0,7,1,1
DADA,15,EvalReader,3,0,0,42,1,1
DADA,15,ListReader,2,0,0,24,1,1
DADA,15,StatefulStrategy,1,0,0,5,1,3
DADA,15,StatelessStrategy,0,0,0,3,1,1
DADA,15,Transformer,7,0,1,80,0.5,1
DADA,15,CharacterReader,1,0,0,42,1,1
DADA,15,UnquoteReader,2,0,0,20,1,1
DADA,15,SparseOpenTable,4,0,1,54,0.6666666667,2
DADA,15,StaticMethodExpr,9,4,1,187,1,8
DADA,15,DummyLock,0,0,0,31,1,6
DADA,15,Model,4,1,0,13,1,6
DADA,15,Creator,0,0,0,4,1,1
DADA,15,MetaResult2,1,0,2,20,1,2
DADA,15,Data,0,0,1,61,1,7
DADA,15,Table,0,0,0,6,1,2
DADA,15,Mutable,0,0,1,22,1,3
DADA,15,TableItemState,1,0,0,10,1,0
DADA,15,SyntaxQuoteReader,3,0,0,140,1,4
DADA,15,TableCellState,0,0,0,7,1,0
DADA,15,LoggerFactoryTestCase,2,0,0,7,1,1
DADA,15,InstanceMethodExpr,9,4,1,163,1,6
DADA,15,LoggerTestCase,2,0,0,50,1,1
DADA,15,LoggerFactory,1,0,0,13,0.5,1
DADA,15,MetaReader,2,0,0,42,1,1
DADA,15,ArgReader,2,0,0,22,1,1
DADA,15,AbstractModel,7,0,2,93,0.8888888889,8
DADA,15,MethodExpr,7,3,0,66,1,2
DADA,15,FnReader,3,0,0,43,1,1
DADA,15,Logger,0,0,1,91,0.9565217391,22
DADA,15,Launcher,0,0,0,13,0.5,1
DADA,15,ObjExpr,9,1,9,1097,1,50
DADA,15,Invocation,2,0,1,29,1,2
DADA,15,Client,0,0,0,168,1,0
DADA,15,DispatchReader,1,0,0,20,1,1
DADA,15,VarReader,2,0,0,13,1,1
DADA,15,AsynchronousServiceFactory,4,0,1,94,0.8,4
DADA,15,DeprecatedWrappingReader,2,0,1,19,1,1
DADA,15,StaticFieldExpr,6,4,1,84,1,8
DADA,15,WrappingReader,2,0,1,14,1,1
DADA,15,DiscardReader,1,0,0,7,1,1
DADA,15,CommentReader,1,0,0,12,1,1
DADA,15,StringReader,1,0,0,61,1,1
DADA,15,RegexReader,2,0,0,22,1,1
DADA,15,InstanceFieldExpr,8,4,1,108,1,8
DADA,15,FieldExpr,1,3,0,2,1,0
DADA,15,Entry,0,0,2,28,1,3
DADA,15,IndexedMap,1,0,1,67,1,4
DADA,15,TableModelView,7,0,2,171,1,7
DADA,15,FnExpr,9,2,1,214,1,9
DADA,15,Tuple,0,0,1,209,0.9523809524,20
DADA,15,SourceDebugExtensionAttribute,0,0,0,10,1,1
DADA,15,CompilerException,1,0,0,15,1,1
DADA,15,SpringLauncher,0,0,0,12,0.5,1
DADA,15,MyJTable,0,0,0,13,1,1
DADA,15,JView,1,0,1,41,1,2
DADA,15,ClassLoadingAwareObjectInputStream,0,0,1,59,1,3
DADA,15,LoadTimeWeavingTestCase,3,0,0,15,1,1
DADA,15,Datum,0,0,0,6,1,2
DADA,15,View,1,0,0,15,0.5,1
DADA,15,SyncLock,2,0,1,47,1,6
DADA,15,Parser,10,1,0,59,1,1
DADA,15,QueryEngine,1,0,0,5,1,1
DADA,15,LazyViewTestCase,5,0,1,62,1,2
DADA,15,ReaderException,0,0,0,10,1,0
DADA,15,Parser,7,1,0,61,1,1
DADA,15,SyncLockTestCase,1,0,0,39,1,1
DADA,15,Value,0,0,0,9,1,0
DADA,15,Strategy,1,0,0,7,1,5
DADA,15,Reducer,8,0,1,80,1,4
DADA,15,SynchronousServiceFactory,1,0,0,28,0.75,3
DADA,15,HostExpr,7,2,1,316,1,4
DADA,15,MaybePrimitiveExpr,3,1,0,4,1,2
DADA,15,RecurExpr,6,2,1,178,1,6
DADA,15,AssignableExpr,3,0,0,5,1,2
DADA,15,LispReader,24,0,8,1252,1,19
DADA,15,LiteralExpr,1,1,0,7,1,2
DADA,15,InvokeExpr,14,1,2,254,1,7
DADA,15,IntrospectiveMetadata,5,0,2,89,1,9
DADA,15,Parser,5,1,0,5,1,1
DADA,15,ImportExpr,5,1,1,41,1,4
DADA,15,DefaultComparator,1,0,0,11,1,2
DADA,15,SparseOpenLazyViewTableTestCase,4,0,0,27,1,1
DADA,15,KeywordExpr,3,2,1,30,1,5
DADA,15,Parser,6,1,0,9,1,1
DADA,15,Adaptor,3,0,1,28,1,4
DADA,15,TheVarExpr,3,1,1,35,1,4
DADA,15,IntegerDatumTestCase,1,0,0,25,1,1
DADA,15,StatefulStrategy,1,0,0,6,1,4
DADA,15,StatelessStrategy,1,0,0,5,1,3
DADA,15,Splitter,8,0,1,122,1,2
DADA,15,SessionManager,1,0,0,7,1,3
DADA,15,Parser,11,1,0,70,1,1
DADA,15,VarExpr,6,1,2,44,1,6
DADA,15,AbstractModelView,3,0,0,15,0,0
DADA,15,Parser,7,1,0,11,1,1
DADA,15,AssignExpr,4,1,1,37,1,4
DADA,15,StaticInvokeExpr,8,2,2,156,1,8
DADA,15,MetaResult,1,0,1,63,1,8
DADA,15,Parser,14,1,0,114,1,1
DADA,15,InstanceOfExpr,7,2,1,40,1,6
DADA,15,LetExpr,8,2,1,210,1,7
DADA,15,SparseOpenLazyViewTable,3,0,0,23,0,0
DADA,15,VersionComparator,0,0,0,3,1,1
DADA,15,Metadata,4,0,0,24,1,9
DADA,15,Parser,6,1,0,66,1,1
DADA,15,BatcherTestCase,5,0,1,100,1,2
DADA,15,KeywordInvokeExpr,7,1,2,76,1,4
DADA,15,SessionManagerImplTestCase,4,0,0,110,1,1
DADA,15,Counter,2,0,1,11,1,1
DADA,15,BooleanDatum,1,1,1,14,1,1
DADA,15,StringMetadata,5,0,5,67,1,9
DADA,15,ViewTestCase,5,0,1,70,1,3
DADA,15,DefExpr,9,1,1,174,1,5
DADA,15,VectorExpr,9,1,1,62,1,5
DADA,15,Parser,10,1,0,55,1,1
DADA,15,LetFnExpr,7,1,1,124,1,4
DADA,15,BindingInit,2,0,2,17,1,2
DADA,15,IParser,2,0,0,3,1,1
DADA,15,RT,4,0,5,2231,0.9921875,255
DADA,15,UntypedExpr,1,1,0,10,1,2
DADA,15,Expr,2,0,0,9,1,4
DADA,15,Recur,0,0,0,1,1,0
DADA,15,RemoteModel,6,0,3,79,1,12
DADA,15,CaseExpr,8,2,3,317,1,14
DADA,15,SetExpr,10,1,1,63,1,5
DADA,15,MethodParamExpr,4,2,1,31,1,6
DADA,15,Parser,6,1,0,20,1,1
DADA,15,BodyExpr,4,2,1,78,1,8
DADA,15,DynamicClassLoader,1,0,2,81,1,6
DADA,15,Transformer,0,0,0,4,1,2
AREENA-FEED,15,CreateLinkList,4,0,0,67,0.5,3
AREENA-FEED,15,TextFileWriter,1,0,1,38,1,4
AREENA-FEED,15,AreenaMediaDAO,2,1,4,234,0.7272727273,10
AREENA-FEED,15,ASXSourceConverter,4,0,1,59,0,1
AREENA-FEED,15,TheOnionMediaDAO,3,1,1,179,0.625,7
AREENA-FEED,15,Version,0,0,6,42,0.8571428571,6
AREENA-FEED,15,GoogleVideoConverter,9,0,1,117,0,1
AREENA-FEED,15,ServletAppContext,2,1,0,15,0.6666666667,2
AREENA-FEED,15,StreamSplitter,1,0,1,94,0,2
AREENA-FEED,15,ASXSourceMediaDAO,3,1,1,113,0.5,5
AREENA-FEED,15,Areena2Converter,5,0,1,85,0,1
AREENA-FEED,15,YoutubeConverter,8,0,1,100,0,1
AREENA-FEED,15,XMLUtil,2,0,0,257,0.2352941176,16
AREENA-FEED,15,Converter,1,0,1,31,0.5,1
AREENA-FEED,15,ParamMap,0,0,0,16,0.6666666667,2
AREENA-FEED,15,MediaFile,1,0,9,77,0.8695652174,22
AREENA-FEED,15,VimeoMediaDAO,4,1,1,217,0.6666666667,8
AREENA-FEED,15,CT24CZMediaDAO,3,1,5,227,0.625,7
AREENA-FEED,15,HttpUtil,0,0,0,57,0,2
AREENA-FEED,15,CT24CZConverter,7,0,1,117,0.3333333333,2
AREENA-FEED,15,HttpClientReader,1,0,1,251,0.5714285714,13
AREENA-FEED,15,TheOnionConverter,8,0,1,89,0,1
AREENA-FEED,15,Areena2MediaDAO,3,1,2,176,0.75,7
AREENA-FEED,15,UnicodeReader,0,0,1,97,0.4285714286,6
AREENA-FEED,15,ExCharArrayWriter,0,0,0,22,0,1
AREENA-FEED,15,AreenaConverter,7,0,1,136,0.3333333333,2
AREENA-FEED,15,DateTimeUtil,0,0,1,191,0.3333333333,17
AREENA-FEED,15,StringUtil,0,0,0,10,1,1
AREENA-FEED,15,AppleTrailersConverter,8,0,1,100,0.3333333333,2
AREENA-FEED,15,YoutubeMediaDAO,4,1,4,245,0.5714285714,6
AREENA-FEED,15,AppleTrailersMediaDAO,4,1,6,288,0.7692307692,12
AREENA-FEED,15,ClipNabber,0,0,1,64,0.25,3
AREENA-FEED,15,CreateRSS,5,0,1,112,0.4,4
AREENA-FEED,15,MediaDAO,1,0,1,117,0.125,7
AREENA-FEED,15,Javascript,7,0,0,28,0.5,1
AREENA-FEED,15,AppContextI,0,0,0,4,1,2
AREENA-FEED,15,AppContext,1,0,1,30,0.6666666667,2
AREENA-FEED,15,ConvertUtil,0,0,0,169,0.4,9
AREENA-FEED,15,VimeoConverter,8,0,1,102,0,1
AREENA-FEED,15,GoogleVideoMediaDAO,4,1,6,314,0.7,9
TCX-2-NIKE-PLUS,15,WorkoutT,4,0,7,232,0,12
TCX-2-NIKE-PLUS,15,DistanceT,1,1,1,48,0,2
TCX-2-NIKE-PLUS,15,WptType,2,0,21,603,0,41
TCX-2-NIKE-PLUS,15,Detail,0,0,0,25,1,0
TCX-2-NIKE-PLUS,15,ActivityT,5,0,7,226,0,13
TCX-2-NIKE-PLUS,15,CategoriesT,0,0,1,64,0,1
TCX-2-NIKE-PLUS,15,ActivityReferenceT,0,0,1,54,0,2
TCX-2-NIKE-PLUS,15,DeviceT,2,1,3,101,0,6
TCX-2-NIKE-PLUS,15,AbstractStepT,2,0,1,49,0,2
TCX-2-NIKE-PLUS,15,HeartRateT,2,1,1,55,0,2
TCX-2-NIKE-PLUS,15,RunJson,2,0,2,124,0.6666666667,2
TCX-2-NIKE-PLUS,15,AutoroutePointT,0,0,3,108,0,6
TCX-2-NIKE-PLUS,15,CourseListT,1,0,1,58,0,1
TCX-2-NIKE-PLUS,15,ActivityListT,2,0,2,91,0,2
TCX-2-NIKE-PLUS,15,NikePlusSyncData,1,0,4,35,1,6
TCX-2-NIKE-PLUS,15,MetadataType,5,0,9,279,0,17
TCX-2-NIKE-PLUS,15,NikeActivityData,0,0,2,17,1,2
TCX-2-NIKE-PLUS,15,TrackExtensionT,2,0,2,86,0,4
TCX-2-NIKE-PLUS,15,CustomHeartRateZoneT,2,1,2,83,0,4
TCX-2-NIKE-PLUS,15,HistoryFolderT,3,0,6,207,0,9
TCX-2-NIKE-PLUS,15,HeartRateValueT,2,0,0,26,0,0
TCX-2-NIKE-PLUS,15,TrackPointExtensionT,1,0,3,114,0,6
TCX-2-NIKE-PLUS,15,CopyrightType,0,0,3,113,0,6
TCX-2-NIKE-PLUS,15,HeartRateBelowT,2,1,1,55,0,2
TCX-2-NIKE-PLUS,15,PlanT,2,0,4,128,0,8
TCX-2-NIKE-PLUS,15,WeekT,0,0,2,81,0,4
TCX-2-NIKE-PLUS,15,TrksegType,2,0,2,88,0,3
TCX-2-NIKE-PLUS,15,ActivityLapT,5,0,13,371,0,25
TCX-2-NIKE-PLUS,15,Log,0,0,2,59,1,8
TCX-2-NIKE-PLUS,15,Garmin,3,0,1,33,1,3
TCX-2-NIKE-PLUS,15,FoldersT,3,0,3,109,0,6
TCX-2-NIKE-PLUS,15,PtType,0,0,4,138,0,8
TCX-2-NIKE-PLUS,15,HttpException,0,0,1,13,1,1
TCX-2-NIKE-PLUS,15,AbstractSourceT,2,0,1,58,0,2
TCX-2-NIKE-PLUS,15,LogFormatter,0,0,1,23,1,1
TCX-2-NIKE-PLUS,15,HttpClients,2,0,1,24,1,1
TCX-2-NIKE-PLUS,15,CourseFolderT,2,0,5,174,0,8
TCX-2-NIKE-PLUS,15,CourseLapT,4,0,11,317,0,22
TCX-2-NIKE-PLUS,15,HeartRateInBeatsPerMinuteT,1,1,1,47,0,2
TCX-2-NIKE-PLUS,15,ObjectFactory,14,0,1,148,0,15
TCX-2-NIKE-PLUS,15,ServletsFastTest,1,0,0,20,1,2
TCX-2-NIKE-PLUS,15,HttpStatusCodeRetryStrategy,1,0,2,29,1,2
TCX-2-NIKE-PLUS,15,FirstSportT,1,0,1,53,0,2
TCX-2-NIKE-PLUS,15,ExtensionsType,0,0,1,63,0,1
TCX-2-NIKE-PLUS,15,ZoneT,4,0,0,28,0,0
TCX-2-NIKE-PLUS,15,NextSportT,2,0,2,81,0,4
TCX-2-NIKE-PLUS,15,ExtensionsT,0,0,1,59,0,1
TCX-2-NIKE-PLUS,15,LinkType,0,0,3,111,0,6
TCX-2-NIKE-PLUS,15,MultiSportFolderT,3,0,6,207,0,9
TCX-2-NIKE-PLUS,15,RunJsonSlowTest,8,0,1,57,1,2
TCX-2-NIKE-PLUS,15,RepeatT,1,1,2,80,0,3
TCX-2-NIKE-PLUS,15,TrackpointT,4,0,8,250,0,16
TCX-2-NIKE-PLUS,15,Util,1,0,3,206,1,18
TCX-2-NIKE-PLUS,15,WorkoutsT,2,0,4,137,0,8
TCX-2-NIKE-PLUS,15,CoursesT,2,0,2,81,0,4
TCX-2-NIKE-PLUS,15,RteType,3,0,9,283,0,16
TCX-2-NIKE-PLUS,15,CadenceT,1,1,2,67,0,4
TCX-2-NIKE-PLUS,15,LogFilter,0,0,0,6,1,1
TCX-2-NIKE-PLUS,15,NikePlusFastTest,1,0,1,97,1,8
TCX-2-NIKE-PLUS,15,TrackPointExtensionT,1,0,6,193,0,12
TCX-2-NIKE-PLUS,15,MultipleActivities,3,0,1,37,1,2
TCX-2-NIKE-PLUS,15,GeonamesSlowTest,1,0,0,9,1,1
TCX-2-NIKE-PLUS,15,CoursePointT,2,0,7,224,0,14
TCX-2-NIKE-PLUS,15,ObjectFactory,2,0,1,52,0,3
TCX-2-NIKE-PLUS,15,NikePlus,7,0,2,253,0.8,9
TCX-2-NIKE-PLUS,15,BoundsType,0,0,4,134,0,8
TCX-2-NIKE-PLUS,15,ExtensionsT,0,0,1,61,0,1
TCX-2-NIKE-PLUS,15,HistoryT,3,0,5,165,0,10
TCX-2-NIKE-PLUS,15,PersonType,2,0,3,110,0,6
TCX-2-NIKE-PLUS,15,NikePlusSlowTest,5,0,2,62,1,4
TCX-2-NIKE-PLUS,15,SnapShotPace,0,0,0,130,1,5
TCX-2-NIKE-PLUS,15,PtsegType,1,0,1,61,0,1
TCX-2-NIKE-PLUS,15,ConvertTcx,4,0,1,1131,0.8285714286,34
TCX-2-NIKE-PLUS,15,HttpTimeoutRetryHandler,1,0,1,18,1,1
TCX-2-NIKE-PLUS,15,VersionT,0,0,4,125,0,8
TCX-2-NIKE-PLUS,15,CourseT,5,0,7,237,0,11
TCX-2-NIKE-PLUS,15,SpoofFileBody,0,0,1,13,1,1
TCX-2-NIKE-PLUS,15,EmailType,0,0,2,80,0,4
TCX-2-NIKE-PLUS,15,GeonamesFastTest,1,0,0,37,1,1
TCX-2-NIKE-PLUS,15,PositionT,0,0,2,65,0,4
TCX-2-NIKE-PLUS,15,SplineFunctions,0,0,0,11,1,0
TCX-2-NIKE-PLUS,15,HeartRateAsPercentOfMaxT,1,1,1,47,0,2
TCX-2-NIKE-PLUS,15,WorkoutFolderT,2,0,4,146,0,6
TCX-2-NIKE-PLUS,15,UserInitiatedT,1,1,0,24,0,0
TCX-2-NIKE-PLUS,15,ObjectFactory,10,0,5,156,0,15
TCX-2-NIKE-PLUS,15,Geonames,2,0,1,46,1,2
TCX-2-NIKE-PLUS,15,TimeT,1,1,1,48,0,2
TCX-2-NIKE-PLUS,15,GarminDataTypeSlowTest,9,0,2,51,1,4
TCX-2-NIKE-PLUS,15,ConvertServlet,3,0,2,116,0.7142857143,6
TCX-2-NIKE-PLUS,15,SpeedT,2,1,1,55,0,2
TCX-2-NIKE-PLUS,15,GpxType,5,0,7,238,0,11
TCX-2-NIKE-PLUS,15,PredefinedHeartRateZoneT,1,1,1,47,0,2
TCX-2-NIKE-PLUS,15,GarminActivityData,0,0,2,18,1,2
TCX-2-NIKE-PLUS,15,QuickWorkoutT,0,0,2,65,0,4
TCX-2-NIKE-PLUS,15,CaloriesBurnedT,1,1,1,48,0,2
TCX-2-NIKE-PLUS,15,AddressT,1,0,6,208,0,11
TCX-2-NIKE-PLUS,15,GpxToTunJsonSlowTest,8,0,3,58,1,3
TCX-2-NIKE-PLUS,15,WorkoutListT,1,0,1,58,0,1
TCX-2-NIKE-PLUS,15,TrainingCenterDatabaseT,6,0,6,193,0,12
TCX-2-NIKE-PLUS,15,ApplicationT,2,1,3,115,0,6
TCX-2-NIKE-PLUS,15,StepT,4,1,4,140,0,8
TCX-2-NIKE-PLUS,15,WaypointExtensionT,5,0,8,259,0,15
TCX-2-NIKE-PLUS,15,DurationT,6,0,0,30,0,0
TCX-2-NIKE-PLUS,15,TrkType,3,0,9,283,0,16
TCX-2-NIKE-PLUS,15,HeartRateAboveT,2,1,1,55,0,2
TCX-2-NIKE-PLUS,15,GpxToRunJson,19,0,1,259,1,11
TCX-2-NIKE-PLUS,15,Converter,1,0,0,3,1,1
TCX-2-NIKE-PLUS,15,TrackT,1,0,1,58,0,1
TCX-2-NIKE-PLUS,15,ConverterException,0,0,0,9,1,0
TCX-2-NIKE-PLUS,15,PhoneNumberT,0,0,2,81,0,4
TCX-2-NIKE-PLUS,15,NameKeyReferenceT,0,0,1,54,0,2
TCX-2-NIKE-PLUS,15,ObjectFactory,53,0,1,460,0,54
TCX-2-NIKE-PLUS,15,PredefinedSpeedZoneT,1,1,1,47,0,2
TCX-2-NIKE-PLUS,15,MultiSportSessionT,2,0,4,143,0,7
TCX-2-NIKE-PLUS,15,RoutePointExtensionT,2,0,3,119,0,5
TCX-2-NIKE-PLUS,15,NoneT,1,1,0,24,0,0
TCX-2-NIKE-PLUS,15,TargetT,4,0,0,28,0,0
TCX-2-NIKE-PLUS,15,CustomSpeedZoneT,2,1,3,95,0,6
TCX-2-NIKE-PLUS,15,Trackpoint,0,0,2,129,0.9444444444,17
TCX-2-NIKE-PLUS,15,Servlets,0,0,1,50,0.75,3
TCX-2-NIKE-PLUS,15,RouteExtensionT,2,0,3,106,0,6
TCX-2-NIKE-PLUS,15,TrainingT,2,0,3,100,0,6
TCX-2-NIKE-PLUS,15,ConvertGpx,3,0,1,100,0.6,4
TCX-2-NIKE-PLUS,15,Component,0,0,0,9,1,0
TCX-2-NIKE-PLUS,15,DeviceConfig,1,0,0,17,1,0
TCX-2-NIKE-PLUS,15,BuildT,2,0,4,139,0,8
TCX-2-NIKE-PLUS,15,Metrics,0,0,0,9,1,0
TCX-2-NIKE-PLUS,15,ExtensionsT,0,0,1,61,0,1
TCX-2-NIKE-PLUS,15,DataSeries,1,0,0,19,1,0
TCX-2-NIKE-PLUS,15,Snapshot,1,0,0,29,1,0
TCX-2-NIKE-PLUS,15,Upload,2,0,0,25,1,1
TCX-2-NIKE-PLUS,15,Summary,2,0,0,57,1,0
JDOCTEST,15,JDoctestContextFactory,0,0,0,21,0.6666666667,2
JDOCTEST,15,SPWriter,0,0,1,7,0.5,1
JDOCTEST,15,JDoctest,6,0,5,448,0.3684210526,18
JDOCTEST,15,JavadocJUnitTestBridge,4,0,2,90,0.8,4
JDOCTEST,15,RerunJDoctests,1,1,0,34,0,2
JDOCTEST,15,Patterns,1,0,1,14,0,1
JDOCTEST,15,Patch,3,0,1,66,0,1
JDOCTEST,15,JsJUnitTestBridge,1,0,1,92,0.8888888889,8
JDOCTEST,15,Diff,1,0,1,76,0,3
JDOCTEST,15,TemporaryDirectory,0,0,2,76,0.75,7
JDOCTEST,15,JDoctestRunnerForFile,1,0,1,35,1,5
JDOCTEST,15,LinesToCharsResult,0,0,0,16,0,0
JDOCTEST,15,DoctestFailure,0,0,0,13,1,0
JDOCTEST,15,JDoctestRunner,2,0,2,99,0.6,4
JDOCTEST,15,diff_match_patch,4,0,5,2428,0,43
SIGNATURES,15,Node,2,1,1,81,1,4
SIGNATURES,15,ColoredTree,2,0,3,146,0.8888888889,8
SIGNATURES,15,SimpleGraphBuilder,3,1,1,30,1,4
SIGNATURES,15,CanonicalLabellingVisitor,2,1,1,34,1,2
SIGNATURES,15,SimpleVertexSignature,2,1,1,45,1,5
SIGNATURES,15,Bond,2,0,1,70,1,5
SIGNATURES,15,Atom,0,0,1,25,1,2
SIGNATURES,15,Molecule,3,0,1,336,0.9583333333,23
SIGNATURES,15,EdgeColoredGraphSignature,4,1,1,52,0.8333333333,5
SIGNATURES,15,SymmetryClass,0,0,1,101,0.5555555556,8
SIGNATURES,15,VisitableDAG,1,0,0,4,1,1
SIGNATURES,15,EdgeColoredGraphPermutor,2,1,1,20,1,2
SIGNATURES,15,MoleculeBuilder,4,1,1,41,1,5
SIGNATURES,15,EdgeColoredGraphBuilder,3,1,1,30,1,4
SIGNATURES,15,InvariantArray,0,0,1,49,1,4
SIGNATURES,15,ColoredTreeVisitor,2,0,0,5,1,1
SIGNATURES,15,EdgeColoredQuotientGraph,4,1,1,25,1,1
SIGNATURES,15,SimpleQuotientGraphTest,5,0,0,271,1,35
SIGNATURES,15,MoleculeQuotientGraph,5,1,1,39,1,1
SIGNATURES,15,SDFToSignatures,4,0,0,25,0.5,1
SIGNATURES,15,ReconstructionTest,8,0,0,32,1,2
SIGNATURES,15,LargeMoleculeTest,9,0,0,226,1,15
SIGNATURES,15,NumberLabelsTest,6,0,0,23,1,1
SIGNATURES,15,MoleculeWriter,1,0,0,61,1,5
SIGNATURES,15,Permutor,0,0,1,194,0.25,11
SIGNATURES,15,Edge,0,0,1,36,1,2
SIGNATURES,15,EdgeColoredGraph,1,0,1,126,0.875,7
SIGNATURES,15,ParsingTest,2,0,0,48,1,6
SIGNATURES,15,CanonicalLabellingTest,6,0,0,102,1,12
SIGNATURES,15,ChiralCenterFinder,3,0,0,32,1,1
SIGNATURES,15,EdgeColoredVertexSignature,3,1,2,58,1,5
SIGNATURES,15,AtomPermutor,2,1,1,36,0.6666666667,2
SIGNATURES,15,EdgeColoredGraphFactory,1,0,0,9,1,1
SIGNATURES,15,VirtualEdge,0,0,1,50,1,2
SIGNATURES,15,VirtualGraphBuilder,2,1,1,95,0.8,4
SIGNATURES,15,BipartiteGraphTests,4,0,1,47,1,4
SIGNATURES,15,TreeDrawer,3,0,0,63,0,2
SIGNATURES,15,BasicTests,2,0,1,24,1,1
SIGNATURES,15,InvariantIntIntPair,0,0,1,48,1,5
SIGNATURES,15,VisitableColoredTree,1,0,0,5,1,1
SIGNATURES,15,MoleculeFactory,1,0,0,138,1,12
SIGNATURES,15,CompleteGraphTests,4,0,1,100,1,11
SIGNATURES,15,DAGTester,4,0,0,240,1,6
SIGNATURES,15,TestMultipleTrees,7,0,0,42,0.75,3
SIGNATURES,15,TestColoredTreePanel,4,0,0,33,0.75,3
SIGNATURES,15,AbstractGraphSignature,5,0,3,298,0.35,19
SIGNATURES,15,DAGVisitor,1,0,0,4,1,1
SIGNATURES,15,HeightTest,3,0,0,98,1,6
SIGNATURES,15,DrawNode,0,0,1,62,1,4
SIGNATURES,15,TreeLayout,2,0,1,41,1,2
SIGNATURES,15,Invariants,0,0,1,71,1,10
SIGNATURES,15,DisplayableColoredTree,4,0,1,263,1,9
SIGNATURES,15,InvariantIntStringPair,0,0,1,47,1,5
